Accession	Tolid	Species	# scaffolds	Total scaffold length	Average scaffold length	Scaffold N50	Scaffold auN	Scaffold L50	Largest scaffold	Smallest scaffold	# contigs	Total contig length	Average contig length	Contig N50	Contig auN	Contig L50	Largest contig	Smallest contig	# gaps in scaffolds	Total gap length in scaffolds	Average gap length in scaffolds	Gap N50 in scaffolds	Gap auN in scaffolds	Gap L50 in scaffolds	Largest gap in scaffolds	Smallest gap in scaffolds	Base composition (A:C:G:T)	GC content	# soft-masked bases	# segments	Total segment length	Average segment length	# gaps	# paths
GCA_900880675.2	fSpaAur1	Sparus aurata	176	833595063	4736335.59	35791275	34107722.25	11	41392777	16652	1226	833252795	679651.55	2862625	3941375.36	75	12576271	2	1050	342268	325.97	500	431.63	343	500	3	241989233:174806947:174681847:241774768	41.94	208049446	1226	833252795	679651.55	1050	176
GCA_965226575.1	fPagPag1	Pagrus pagrus	576	825699107	1433505.39	32080377	30198999.07	12	38652747	1000	1112	825591907	742438.77	2517928	3015425.05	100	11601826	1000	536	107200	200	200	200	268	200	200	240942474:172541713:171981515:240126205	41.73	236298480	1112	825591907	742438.77	536	576
GCA_041753875.1	fAcaSch1	Acanthopagrus schlegelii	24	714975658	29790652.42	31795397	30394078.26	11	37352144	18536763	24	714975658	29790652.42	31795397	30394078.26	11	37352144	18536763	0	0	0	0	0	0	0	0	207294898:150270000:150243569:207167191	42.03	167666215	24	714975658	29790652.42	0	24
GCA_045362495.1	fLetNeb1	Lethrinus nebulosus	226	1133212262	5014213.55	48261062	46815279.57	12	55243022	4531	422	1133173562	2685245.41	21706182	22504140.56	18	46802027	4531	196	38700	197.45	200	198.71	97	200	100	336558273:229887563:230078730:336648996	40.59	319190222	422	1133173562	2685245.41	196	226
GCA_013358685.1	fAntMac1	Antennarius maculatus	155	549949511	3548061.36	22928215	22776293.17	11	31734190	11833	374	549216127	1468492.32	10114706	11298168.4	17	28941471	1999	219	733384	3348.79	100295	94579.34	3	182128	57	159721946:114941174:114975324:159577683	41.86	158512648	374	549216127	1468492.32	219	155
GCA_901000725.3	fTakRub1	Takifugu rubripes	128	384126663	3000989.55	16705553	17043628.82	10	29232231	16448	530	380438134	717807.8	3136617	3869374.05	35	13376190	1293	402	3688529	9175.45	138644	165595.06	9	428276	10	103350305:86838145:86894471:103355213	45.67	77206756	530	380438134	717807.8	402	128
GCA_042242105.1	fPemKlu1	Pempheris klunzingeri	441	646252061	1465424.17	27715216	26050106.44	11	36727992	10110	528	646234861	1223929.66	12920725	14066837.4	17	29811818	10110	87	17200	197.7	200	198.84	43	200	100	187909903:135162475:135290352:187872131	41.85	153423364	528	646234861	1223929.66	87	441
GCA_031216445.1	fLatMac1	Lateolabrax maculatus	109	632510465	5802848.3	27954791	26512650.29	11	32929622	287	109	632510465	5802848.3	27954791	26512650.29	11	32929622	287	0	0	0	0	0	0	0	0	186496667:130007968:129752036:186253794	41.07	161556211	109	632510465	5802848.3	0	109
GCA_902148855.1	fSphaOr1	Sphaeramia orbicularis	340	1342662642	3949007.77	57165184	55608981.89	11	81199652	1109	2184	1339096561	613139.45	2360121	3298014.09	148	16486228	344	1844	3566081	1933.88	79867	104702.93	13	295227	7	415855197:253837474:253716090:415687800	37.9	638820221	2184	1339096561	613139.45	1844	340
GCA_900634775.2	fGouWil1	Gouania willdenowi	442	937169869	2120293.82	38978045	38093586.58	11	72451976	11803	1602	922816354	576040.17	1838341	2770225.83	132	14528139	1	1160	14353515	12373.72	746162	932260.12	6	2682546	1	284868003:176634278:176542617:284771456	38.27	392996761	1602	922816354	576040.17	1160	442
GCA_963691815.1	fEchVip8	Echiichthys vipera	133	800398249	6018031.95	33039917	32820866.68	11	48328199	1000	739	800277049	1082918.88	2579157	3027647.73	96	10142738	1000	606	121200	200	200	200	303	200	200	233702528:167548898:167071085:231954538	41.81	258746331	739	800277049	1082918.88	606	133
GCA_009769545.1	fCycLum1	Cyclopterus lumpus	49	572902877	11691895.45	23863342	23848609.21	11	31498552	1528	396	562720673	1421011.8	4950682	5550169.96	35	15356175	1528	347	10182204	29343.53	149379	218801.59	19	787556	13	161048890:120472270:120519475:160680038	42.83	154309297	396	562720673	1421011.8	347	49
GCA_015220745.1	fSebUmb1	Sebastes umbrosus	139	800921631	5762026.12	34912176	33754050.28	11	44063945	3314	354	799527739	2258552.94	11445908	11876791.11	24	22823328	933	215	1393892	6483.22	53481	102684.83	6	266635	13	236775625:163059279:162879366:236813469	40.77	282486653	354	799527739	2258552.94	215	139
GCA_043250625.1	fSebFas1	Sebastes fasciatus	203	833835073	4107561.94	36314571	35186726.68	11	46713506	6737	674	833750873	1237019.1	7769413	9481484.12	32	28624128	141	471	84200	178.77	200	188.12	211	200	100	246189749:170749526:170284260:246527338	40.9	300169126	674	833750873	1237019.1	471	203
GCA_910589615.1	fTauBub2	Taurulus bubalis	27	615153901	22783477.81	29138660	31790252	9	50132026	16828	269	615076801	2286530.86	13037006	11548219.54	18	22858722	11076	242	77100	318.6	500	386.64	78	500	100	177701315:129867738:129795756:177711992	42.22	169081064	269	615076801	2286530.86	242	27
GCA_048126635.1	fSpiSpi1	Spinachia spinachia	38	407561107	10725292.29	19449660	21791122.26	8	35838203	19352	279	407537007	1460706.12	6606641	8175984.49	17	19673868	18301	241	24100	100	100	100	121	100	100	112379359:91362138:91332461:112463049	44.83	90653231	279	407537007	1460706.12	241	38
GCA_949316345.1	fPunPun2.1	Pungitius pungitius	175	480450674	2745432.42	21005440	22689150.29	10	35745030	1000	913	480303074	526071.27	1362288	1912632.18	97	8913000	1000	738	147600	200	200	200	369	200	200	134415844:105820888:106108908:133957434	44.12	133014368	913	480303074	526071.27	738	175
GCA_964276395.1	fgasAcu3	Gasterosteus aculeatus	130	511155287	3931963.75	21933526	23244013.74	10	36158614	1000	461	511089087	1108653.12	2544530	3079499.2	63	12023602	1000	331	66200	200	200	200	166	200	200	141157678:114293122:114236194:141402093	44.71	127696117	461	511089087	1108653.12	331	130
GCA_044231665.1	fSynOce1	Neosynchiropus ocellatus	107	470091028	4393374.09	23008753	24482065.74	8	37209138	1000	206	470081128	2281947.22	19762325	16731412.29	10	30165802	1000	99	9900	100	100	100	50	100	100	128262465:106768099:106719343:128331221	45.42	98579318	206	470081128	2281947.22	99	107
GCA_044231675.1	fSynPic1	Synchiropus picturatus	300	492062741	1640209.14	23137118	23990486.22	9	36199747	1000	400	492052741	1230131.85	17238139	16939810.13	11	30934342	1000	100	10000	100	100	100	50	100	100	139114372:107039823:106902841:138995705	43.48	118391044	400	492052741	1230131.85	100	300
GCA_035084275.1	sHydCol1	Hydrolagus colliei	532	1003172678	1885662.93	42627691	72370790.04	5	156096171	14133	2484	1002782278	403696.57	1059761	1725336.61	231	10939731	14133	1952	390400	200	200	200	976	200	200	286595722:214810067:214848529:286527960	42.85	426640582	2484	1002782278	403696.57	1952	532
GCA_036365525.1	sHetFra1	Heterodontus francisci	2307	6013065386	2606443.6	90140832	98403380.27	21	287946412	13349	5088	5984695865	1176237.39	3418954	4461003.09	500	22199025	13349	2781	28369521	10201.19	50502	111783.42	141	842671	13	1642238236:1349038603:1346859234:1646559792	45.05	4108152809	5088	5984695865	1176237.39	2781	2307
GCA_020745735.1	sHemOce1	Hemiscyllium ocellatum	1963	3983483121	2029283.3	83580160	82692222.15	17	167561909	1132	5679	3905918439	687782.79	8845575	14451763.3	94	55529653	438	3716	77564682	20873.17	164083	235562.4	127	1248970	1	1117271371:835014042:835341171:1118291855	42.76	1721301190	5679	3905918439	687782.79	3716	1963
GCA_030684315.1	sSteTig4	Stegostoma tigrinum	835	3198515386	3830557.35	79021053	83076124.08	14	194051863	7955	1994	3181408905	1595490.93	6162596	8549617.61	136	31236108	7955	1159	17106481	14759.69	67422	343508.19	48	2056108	13	901212207:689559820:691376991:899259887	43.41	1340106666	1994	3181408905	1595490.93	1159	835
GCA_017639515.1	sCarCar2	Carcharodon carcharias	719	4286311192	5961489.84	169918123	153032500.6	11	274107945	989	3364	4267160924	1268478.28	6544962	11521606.76	145	49152995	20	2645	19150268	7240.18	103029	169990.42	44	535743	2	1168011913:966087256:963161266:1169900489	45.21	2210327891	3364	4267160924	1268478.28	2645	719
GCA_964194155.1	sCetMax3	Cetorhinus maximus	5088	3993866540	784958.05	126028485	122817154.5	12	250190555	1000	7866	3993310905	507667.29	1961965	2893538.05	530	15005526	1000	2778	555635	200.01	200	200.01	1389	221	200	1105589405:881779144:894938151:1111004205	44.49	2017544342	7866	3993310905	507667.29	2778	5088
GCA_902713615.2	sScyCan1	Scyliorhinus canicula	645	4220389930	6543240.2	198790641	190492560.8	9	313568160	995	7791	4156169183	533457.73	1855773	2514724.68	616	13395245	31	7146	64220747	8986.95	152174	472384.92	68	2605168	1	1087862218:990583604:989674543:1088048818	47.65	2136908398	7791	4156169183	533457.73	7146	645
GCA_964213995.1	sMusAst1	Mustelus asterias	5314	3679792345	692471.27	109010392	101016872.3	13	202110868	1000	8904	3679074345	413193.43	1197343	1698423.1	829	9328426	1000	3590	718000	200	200	200	1795	200	200	998685983:837496479:843377989:999513894	45.69	1996112117	8904	3679074345	413193.43	3590	5314
GCA_035084215.1	sHepPer1	Heptranchias perlo	1880	3249935392	1728689.04	66821466	78695866.05	15	198562713	6694	3714	3249568592	874951.16	4905566	7467796.76	162	41169188	6694	1834	366800	200	200	200	917	200	200	904033007:720274905:721470240:903790440	44.37	1842223263	3714	3249568592	874951.16	1834	1880
GCA_044704955.1	sPriJap1	Pristiophorus japonicus	4317	5923050865	1372029.39	225854410	226796665.2	10	546236482	2401	10302	5921854391	574825.7	1893048	2637844.24	853	15904561	2401	5985	1196474	199.91	200	199.99	2992	200	24	1569982477:1394774375:1389584499:1567513040	47.02	4212202744	10302	5921854391	574825.7	5985	4317
GCA_036971445.1	sNarBan1	Narcine bancroftii	596	3328453053	5584652.77	257710454	272284696.6	5	494489450	14414	2039	3328175288	1632258.6	5195315	8437970.26	160	54857896	7731	1443	277765	192.49	200	196.63	695	200	24	937564340:728638928:714022926:947949094	43.35	1802483284	2039	3328175288	1632258.6	1443	596
GCA_010909765.2	sAmbRad1	Amblyraja radiata	958	2558801738	2670983.03	62052929	77168333.44	13	193168304	1363	4711	2367829205	502617.11	1419197	2021659.93	454	11576558	1360	3753	190972533	50885.3	547539	748641.5	92	3087321	2	659631401:524603110:524267388:659327306	44.3	1322248254	4711	2367829205	502617.11	3753	958
GCA_963514005.1	sRajBra1	Raja brachyura	1647	2700467673	1639628.22	68366687	79714323.36	13	187439314	1000	3916	2700013873	689482.6	2048057	2728157.25	367	12111648	1000	2269	453800	200	200	200	1135	200	200	742556333:606007527:608385438:743064575	44.98	1569362921	3916	2700013873	689482.6	2269	1647
GCA_009764475.2	sPriPec2	Pristis pectinata	173	2267857790	13109004.57	101699621	84864889.56	10	149968914	1242	871	2247294914	2580131.93	17009522	20739928.71	39	69115116	59	698	20562876	29459.71	166899	240873.61	32	813659	13	647459097:476115207:476267326:647453284	42.38	854301340	871	2247294914	2580131.93	698	173
GCA_030144855.1	sHypSab1	Hypanus sabinus	2990	4044886845	1352804.96	112262883	120378948.5	12	214816651	1000	4638	4044557245	872047.7	4266932	6728792.11	234	38231957	1000	1648	329600	200	200	200	824	200	200	1144808925:876352892:877107471:1146287957	43.35	2071666048	4638	4044557245	872047.7	1648	2990
GCA_030028105.1	sMobBir1	Mobula birostris	4715	4014635230	851460.28	148671352	136536608.4	10	254321047	10335	6525	3983782600	610541.39	7300797	11707134.52	118	52880397	135	1810	30852630	17045.65	117643	234284.09	67	1667116	13	1129963702:862446494:861085436:1130286968	43.26	2150492037	6525	3983782600	610541.39	1810	4715
GCA_037176945.1	fLatCha2	Latimeria chalumnae	198	2947625464	14886997.29	188107785	219139569	5	432068277	7791	352	2947594832	8373848.95	42076942	48582615.3	23	161985814	7791	154	30632	198.91	200	199.82	77	200	32	849245395:624975330:624291526:849082581	42.38	1427545379	352	2947594832	8373848.95	154	198
GCA_040939525.1	kxProAnne1	Protopterus annectens	7125	40524173670	5687603.32	1950821829	1620027903	11	2005443657	3083	31563	40518308550	1283728.05	3414998	4435506.05	3375	25093557	3083	24438	5865120	240	240	240	12219	240	240	12162386251:8095872137:8097411603:12162638559	39.97	22310944443	31563	40518308550	1283728.05	24438	7125
GCA_964187855.1	kmMyxGlut1	Myxine glutinosa	4004	3057523704	763617.31	192170830	200492624.8	6	448543899	1000	8416	3056641608	363194.11	739991	890868.86	1256	4774658	1000	4412	882096	199.93	200	200	2206	221	17	851225342:677153036:677594998:850668232	44.32	2239395158	8416	3056641608	363194.11	4412	4004
GCA_048934315.1	kPetMar2	Petromyzon marinus	1203	1808332251	1503185.58	13495987	13502698.9	47	37671560	8628	2195	1808233051	823796.38	4594409	6598970.05	99	27573627	8628	992	99200	100	100	100	496	100	100	469748180:436603881:433196913:468684077	48.1	1071208841	2195	1808233051	823796.38	992	1203
GCA_964198595.1	kcLamFluv1	Lampetra fluviatilis	1497	1042475189	696376.21	13159252	15183585.76	29	41634058	1000	3292	1042116189	316560.2	1289502	1753074.06	218	7796629	1000	1795	359000	200	200	200	898	200	200	264619984:256048949:257165876:264281380	49.25	516095801	3292	1042116189	316560.2	1795	1497
GCA_035083965.1	klBraLanc5	Branchiostoma lanceolatum	34	458287516	13479044.59	22634557	26666850.94	8	44478171	20418	137	458272016	3345051.21	11195901	10584612.57	16	18217358	2527	103	15500	150.49	200	167.1	39	200	100	133803130:95400927:95264767:133803192	41.61	120413241	137	458272016	3345051.21	103	34
GCA_019207075.1	iBraBel1	Branchiostoma belcheri	79	405532174	5133318.66	19726665	20996657.52	9	30627739	15847	187	405040145	2165990.08	8162029	8699649.09	17	19841772	1	108	492029	4555.82	253331	131692.13	1	253331	60	118452623:84036595:84092330:118458597	41.51	59950484	187	405040145	2165990.08	108	79
GCA_015852565.1	iBraFlo1	Branchiostoma floridae	341	490782628	1439245.24	24617471	25762942.26	9	34421708	1000	509	490698628	964044.46	6372543	8096283.69	23	22426472	7	168	84000	500	500	500	84	500	500	143821034:101466242:101516226:143895126	41.37	66429444	509	490698628	964044.46	168	341
GCA_918807975.1	kaAplTurb1	Aplidium turbinatum	27	605507883	22426217.89	34009763	38172461.44	7	64349347	3555	80	605488283	7568603.54	14915238	17940615.25	13	44546892	3555	53	19600	369.81	500	429.59	20	500	200	189018521:113832287:113825338:188812137	37.6	254524248	80	605488283	7568603.54	53	27
GCA_963082875.1	kaCorEumy4	Corella eumyota	105	129324498	1231661.89	20551778	18706744.13	3	23716603	9858	349	129275698	370417.47	5034709	6016034.89	8	13849958	9858	244	48800	200	200	200	122	200	200	44245893:20411929:20372669:44245207	31.55	64319239	349	129275698	370417.47	244	105
GCA_947623445.1	kaClaLepa1	Clavelina lepadiformis	103	210089204	2039701.01	25070715	23360091.85	4	28789166	1000	161	210077604	1304829.84	8263119	8168579.9	10	14096661	1000	58	11600	200	200	200	29	200	200	66991604:37809122:37673751:67603127	35.93	69152890	161	210077604	1304829.84	58	103
GCA_964204865.1	kaStyClav1	Styela clava	389	377969001	971642.68	23815600	23534722.12	8	32746820	1000	423	377962201	893527.66	17108000	15270649.68	9	25446714	1000	34	6800	200	200	200	17	200	200	120721995:68145638:68100125:120994443	36.05	132452621	423	377962201	893527.66	34	389
GCA_963924565.1	kaAscAspe10	Ascidiella aspersa	75	308571401	4114285.35	34997643	34677890.25	4	40963223	2739	468	308497601	659182.91	6569131	6500051.28	17	14641718	2739	393	73800	187.79	200	193.5	185	200	100	96918036:57113719:57130523:97335323	37.03	106571216	468	308497601	659182.91	393	75
GCA_947561715.1	kaAscMent1	Ascidia mentula	96	196975169	2051824.68	21171019	21307445.07	5	27920005	4274	128	196968769	1538818.51	11890000	12242110.72	7	21171019	4274	32	6400	200	200	200	16	200	200	59858759:38557245:38642931:59909834	39.19	50886791	128	196968769	1538818.51	32	96
GCA_963675345.1	kaTriClin1	Trididemnum clinides	192	906935117	4723620.4	38013173	39057632.17	11	62078107	1000	838	906805717	1082107.06	2293667	2602450.99	128	9077299	1000	646	129400	200.31	200	200.62	323	400	200	280699580:172789133:172698202:280618802	38.1	327148581	838	906805717	1082107.06	646	192
GCA_965202585.1	ktThaDemo2	Thalia democratica	1833	801813394	437432.29	85725539	79489093.3	4	116911807	1000	2245	801766394	357134.25	12003043	15377482.89	20	56498644	1000	412	47000	114.08	100	124.68	177	200	100	299177591:101720009:101660891:299207903	25.37	471695818	2245	801766394	357134.25	412	1833
GCA_902459465.3	eAstRub1	Asterias rubens	151	417618158	2765683.17	20558067	19348074.79	9	33825921	13683	622	417470018	671173.66	1383654	1647530.1	94	6166127	6701	471	148140	314.52	500	440.37	149	500	100	127926410:80941737:80874314:127727557	38.76	153549389	622	417470018	671173.66	471	151
GCA_040954625.2	ASM4095459v1	Balanoglossus misakiensis	100	329694088	3296940.88	12841241	14191749.97	11	20747962	15835	321	329671988	1027015.54	2549480	4068035.59	31	14138001	1633	221	22100	100	100	100	111	100	100	99351922:65506964:65508084:99305018	39.74	94981173	321	329671988	1027015.54	221	100
