Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Complete_BUSCO,Single_BUSCO,Duplicated_BUSCO,Fragmented_BUSCO,Missing_BUSCO,STOP_BUSCO,Frameshift_BUSCO,Complete_Compleasm,Single_Compleasm,Duplicated_Compleasm,Retrocopy_Compleasm,Fragmented_Compleasm,Missing_Compleasm,Frameshift_Compleasm,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content,# soft-masked bases,# segments,Total segment length,Average segment length,# gaps,# paths,Technology,Extended lineage,Assembly tech,Complete_BUSCO_log10p1,Single_BUSCO_log10p1,Duplicated_BUSCO_log10p1,Fragmented_BUSCO_log10p1,Missing_BUSCO_log10p1,STOP_BUSCO_log10p1,Frameshift_BUSCO_log10p1,Complete_Compleasm_log10p1,Single_Compleasm_log10p1,Duplicated_Compleasm_log10p1,Retrocopy_Compleasm_log10p1,Fragmented_Compleasm_log10p1,Missing_Compleasm_log10p1,Frameshift_Compleasm_log10p1,# scaffolds_log10p1,Total scaffold length_log10p1,Average scaffold length_log10p1,Scaffold N50_log10p1,Scaffold auN_log10p1,Scaffold L50_log10p1,Largest scaffold_log10p1,Smallest scaffold_log10p1,# contigs_log10p1,Total contig length_log10p1,Average contig length_log10p1,Contig N50_log10p1,Contig auN_log10p1,Contig L50_log10p1,Largest contig_log10p1,Smallest contig_log10p1,# gaps in scaffolds_log10p1,Total gap length in scaffolds_log10p1,Average gap length in scaffolds_log10p1,Gap N50 in scaffolds_log10p1,Gap auN in scaffolds_log10p1,Gap L50 in scaffolds_log10p1,Largest gap in scaffolds_log10p1,Smallest gap in scaffolds_log10p1,Base composition (A:C:G:T)_log10p1,GC content_log10p1,# soft-masked bases_log10p1,# segments_log10p1,Total segment length_log10p1,Average segment length_log10p1,# gaps_log10p1,# paths_log10p1
GCA_048128725.1,fish,24,67,14,7897.86,6086,3514,17893,1,12,11,0,1,0,0,0,12,1,10,0,0,48128725,1,13,24,4.166666667,50,54.16666667,29.16666667,3381,3368,13,0,9,122,251,3386,3374,12,0,1,3,48,86,1079363760,12550741.4,46473589,45469810.94,11,55338275,9566,156,1079350460,6918913.21,40433363,35298590.91,12,54915531,9566,70,13300,190,200,194.74,34,200,100,,39.31,346753571,156,1079350460,6918913.21,70,86,HiFi,Ray-finned fishes,HiFi,3.529173603,3.527501011,1.146128036,0,1,2.089905111,2.401400541,3.529815197,3.528273777,1.113943352,0,0.301029996,0.602059991,1.69019608,1.939519253,9.033167833,7.098669416,7.667206222,7.657723158,1.079181246,7.743025625,3.980775774,2.195899652,9.033162481,6.840037946,7.606739876,7.547757381,1.113943352,7.739695195,3.980775774,1.851258349,4.123884293,2.281033367,2.303196057,2.291679584,1.544068044,2.303196057,2.004321374,,1.605412798,8.540020944,2.195899652,9.033162481,6.840037946,1.851258349,1.939519253
GCA_048128805.1,fish,24,656,22,8395.09,8859,3605,11558,2,18,4,0,0,0,2,0,18,0,4,0,0,48128805,1,20,24,8.333333333,75,83.33333333,45.83333333,3372,3324,48,8,10,74,215,3377,3339,38,0,7,6,67,279,779177424,2792750.62,32609585,31761813.44,11,38969015,8562,978,779037624,796561.99,6370452,7556143.91,35,23513450,8562,699,139800,200,200,200,350,200,200,,42.47,239157471,978,779037624,796561.99,699,279,HiFi,Ray-finned fishes,HiFi,3.528016341,3.52179165,1.69019608,0.954242509,1.041392685,1.875061263,2.334453751,3.528659645,3.523746467,1.591064607,0,0.903089987,0.84509804,1.832508913,2.447158031,8.891636361,6.446032312,7.513345285,7.501905304,1.079181246,7.59071944,3.932625944,2.990782692,8.891558433,5.901220124,6.804170316,6.878300278,1.556302501,7.371316374,3.932625944,2.84509804,5.145510278,2.303196057,2.303196057,2.303196057,2.545307116,2.303196057,2.303196057,,1.63818964,8.378683954,2.990782692,8.891558433,5.901220124,2.84509804,2.447158031
GCA_048129235.1,fish,24,21,20,3622.6,3790,994,5127,0,20,4,0,0,0,0,8,12,0,4,0,0,48129235,1,20,24,0,83.33333333,83.33333333,41.66666667,3386,3361,25,0,4,86,180,3388,3371,17,0,1,1,63,386,1035398499,2682379.53,41744182,40893601.96,12,49657586,6945,407,1035394299,2543966.34,36345755,32618232.58,13,45199080,6945,21,4200,200,200,200,11,200,200,,41.36,314029238,407,1035394299,2543966.34,21,386,HiFi,Ray-finned fishes,HiFi,3.529815197,3.526597709,1.414973348,0,0.698970004,1.939519253,2.257678575,3.530071569,3.527887566,1.255272505,0,0.301029996,0.301029996,1.806179974,2.587710965,9.015107531,6.428520388,7.620595966,7.611655376,1.113943352,7.695985612,3.841734779,2.610660163,9.01510577,6.405511531,7.560453707,7.513460438,1.146128036,7.655129605,3.841734779,1.342422681,3.623352682,2.303196057,2.303196057,2.303196057,1.079181246,2.303196057,2.303196057,,1.626955951,8.496970087,2.610660163,9.01510577,6.405511531,1.342422681,2.587710965
GCA_048544225.1,fish,24,1124,25,7958.52,8005,5569,10883,5,15,4,0,5,0,0,0,15,0,4,0,0,48544225,1,20,24,20.83333333,62.5,83.33333333,52.08333333,3330,3260,70,14,46,87,175,3333,3291,41,1,19,38,87,184,854254650,4642688.32,34984248,34486260.27,12,45051600,1000,1316,854141450,649043.66,1817416,2986859.97,112,15185573,757,1132,113200,100,100,100,566,100,100,,43.99,314318903,1316,854141450,649043.66,1132,184,HiFi,Ray-finned fishes,HiFi,3.522574633,3.513350799,1.851258349,1.176091259,1.672097858,1.944482672,2.245512668,3.522965595,3.517459827,1.62324929,0.301029996,1.301029996,1.591064607,1.944482672,2.267171728,8.931587352,6.666769622,7.543872555,7.537646114,1.113943352,7.653710229,3.000434077,3.119585775,8.931529798,5.812274581,6.259454586,6.475215008,2.053078443,7.181431212,2.879669206,3.05422991,5.053850263,2.004321374,2.004321374,2.004321374,2.753583059,2.004321374,2.004321374,,1.653115993,8.497370501,3.119585775,8.931529798,5.812274581,3.05422991,2.267171728
GCA_048569125.1,fish,24,2708,16,1269.94,1242,552,2650,3,2,11,0,0,0,3,0,2,0,11,0,0,48569125,1,5,24,12.5,8.333333333,20.83333333,33.33333333,3261,3055,206,43,86,97,286,3268,3086,175,7,45,77,77,5504,1517026147,275622.48,41803795,30957241.03,16,56497672,2184,8869,1516359347,170972.98,542425,866030.46,693,5144678,2184,3365,666800,198.16,200,199.07,1667,200,100,,44.1,751095275,8869,1516359347,170972.98,3365,5504,HiFi,Ray-finned fishes,HiFi,3.513483957,3.48515335,2.315970345,1.643452676,1.939519253,1.991226076,2.457881897,3.514414921,3.489536629,2.245512668,0.903089987,1.662757832,1.892094603,1.892094603,3.740757323,9.180993067,5.440316212,7.62121572,7.490762263,1.230448921,7.752030561,3.339451441,3.94792362,9.180802133,5.232930021,5.734340498,5.937533669,2.84135947,6.711358282,3.339451441,3.527114112,5.823996242,2.299202118,2.303196057,2.301181972,3.222196046,2.303196057,2.004321374,,1.654176542,8.875695031,3.94792362,9.180802133,5.232930021,3.527114112,3.740757323
GCA_049082185.1,fish,24,1146,28,8691.25,9035,728,18804,9,9,3,0,4,0,5,0,9,0,3,0,0,49082185,1,18,24,37.5,37.5,75,58.33333333,3350,3213,137,9,31,85,251,3352,3229,123,0,12,26,100,793,619674967,781431.23,26025653,24077917.16,11,38431221,3392,1973,619440267,313958.57,1816655,2838566.38,86,13778008,3392,1180,234700,198.9,200,199.45,587,200,100,,44.56,179588763,1973,619440267,313958.57,1180,793,HiFi,Ray-finned fishes,HiFi,3.525174428,3.507045872,2.139879086,1,1.505149978,1.934498451,2.401400541,3.525433553,3.509202522,2.093421685,0,1.113943352,1.431363764,2.004321374,2.899820502,8.792163953,5.89289132,7.415401652,7.381618934,1.079181246,7.584684194,3.53058386,3.295347148,8.791999434,5.496873726,6.259272698,6.453099208,1.939519253,7.139186464,3.53058386,3.072249898,5.37051494,2.300812794,2.303196057,2.302006061,2.769377326,2.303196057,2.004321374,,1.658583715,8.254279161,3.295347148,8.791999434,5.496873726,3.072249898,2.899820502
GCA_947650265.1,fish,24,1372,18,5703.5,1850,511,16779,7,7,9,0,3,0,4,0,7,1,8,0,0,947650265,1,14,23,30.43478261,30.43478261,60.86956522,39.13043478,3299,3276,23,35,56,71,223,3294,3277,17,0,42,54,94,395,636368453,1611059.37,27641414,28816250.99,10,56958096,1000,1774,636092653,358564.07,1186940,1463096.39,156,5978371,1000,1379,275800,200,200,200,690,200,200,,41.82,178562354,1774,636092653,358564.07,1379,395,HiFi,Ray-finned fishes,HiFi,3.51851394,3.515476441,1.380211242,1.556302501,1.755874856,1.857332496,2.350248018,3.517855419,3.515608949,1.255272505,0,1.633468456,1.740362689,1.977723605,2.597695186,8.803708643,6.207111815,7.441560271,7.459637493,1.041392685,7.755555471,3.000434077,3.249198357,8.80352038,5.55456798,6.074429132,6.165273236,2.195899652,6.776582935,3.000434077,3.139879086,5.440595837,2.303196057,2.303196057,2.303196057,2.839478047,2.303196057,2.303196057,,1.631646663,8.251789905,3.249198357,8.80352038,5.55456798,3.139879086,2.597695186
GCA_963383615.1,fish,24,589,26,3807.31,4298,649,7019,10,8,6,0,8,0,2,0,8,1,5,0,0,963383615,1,18,23,43.47826087,34.7826087,78.26086957,56.52173913,3367,3351,16,4,19,79,215,3376,3365,11,0,4,10,96,847,768243328,907016.92,31905247,31092609.87,11,55899835,1000,1445,768123712,531573.5,3299550,4101843.01,68,15023454,1000,598,119616,200.03,200,200.03,299,216,200,,42.07,213384645,1445,768123712,531573.5,598,847,HiFi,Ray-finned fishes,HiFi,3.527372083,3.52530401,1.230448921,0.698970004,1.301029996,1.903089987,2.334453751,3.528531061,3.527114112,1.079181246,0,0.698970004,1.041392685,1.986771734,2.928395852,8.885498798,5.957615868,7.503862125,7.492657192,1.079181246,7.747410534,3.000434077,3.160168293,8.885431173,5.725564139,6.518454845,6.61297914,1.838849091,7.17676982,3.000434077,2.777426822,5.077792906,2.303260873,2.303196057,2.303260873,2.477121255,2.336459734,2.303196057,,1.634174872,8.329163167,3.160168293,8.885431173,5.725564139,2.777426822,2.928395852
GCA_963457635.1,fish,24,454,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,23,0,0,963457635,1,0,23,0,0,0,0,3357,3326,31,7,26,76,180,3360,3345,12,3,9,21,69,188,724694306,3854756.95,29835075,30559493.01,10,47546321,1000,642,724603506,1128665.9,2444644,3012731.79,90,9798444,1000,454,90800,200,200,200,227,200,200,,40.37,285158002,642,724603506,1128665.9,454,188,HiFi,Ray-finned fishes,nan,3.526080692,3.522052801,1.505149978,0.903089987,1.431363764,1.886490725,2.257678575,3.526468512,3.524525937,1.113943352,0.602059991,1,1.342422681,1.84509804,2.276461804,8.86015485,6.585997113,7.474727148,7.485146159,1.041392685,7.677116927,3.000434077,2.808210973,8.860100432,6.052565789,6.388215802,6.478960614,1.959041392,6.991157159,3.000434077,2.658011397,4.958090631,2.303196057,2.303196057,2.303196057,2.357934847,2.303196057,2.303196057,,1.616685521,8.455085565,2.808210973,8.860100432,6.052565789,2.658011397,2.276461804
GCA_964188405.1,fish,24,2729,9,13379.1,15045,8075,18759,0,9,15,0,0,0,0,0,9,1,14,0,0,964188405,1,9,23,0,39.13043478,39.13043478,19.56521739,3328,2965,363,14,48,62,217,3327,3122,65,140,21,42,92,24,1235328005,51472000.21,53459825,57015380.58,10,108646427,18305,2753,1234782205,448522.41,1024588,1398908.06,336,6728559,18305,2729,545800,200,200,200,1365,200,200,,42.91,583728972,2753,1234782205,448522.41,2729,24,HiFi,Ray-finned fishes,HiFi,3.522313795,3.472171147,2.561101384,1.176091259,1.69019608,1.799340549,2.338456494,3.522183318,3.494571984,1.819543936,2.149219113,1.342422681,1.633468456,1.968482949,1.397940009,9.091782287,7.711571054,7.728027541,7.755992035,1.041392685,8.036015452,4.262593458,3.439963936,9.091590362,5.651785115,6.010549689,6.145789483,2.527629901,6.827922129,4.262593458,3.436162647,5.737034327,2.303196057,2.303196057,2.303196057,3.135450699,2.303196057,2.303196057,,1.642563437,8.76621125,3.439963936,9.091590362,5.651785115,3.436162647,1.397940009
GCF_007364275.1,fish,24,593,1,544,544,544,544,0,1,23,0,0,0,0,0,1,0,23,0,0,7364275,1,1,24,0,4.166666667,4.166666667,2.083333333,3373,3293,80,3,14,106,324,3373,3310,60,3,5,12,134,189,932947025,4936227.65,35590001,31062583.64,13,43489282,6452,933,916043548,981825.88,2143410,2634444.67,129,8648377,1,744,16903477,22719.73,258816,467934.54,14,1459709,1,,41.23,280709583,933,916043548,981825.88,744,189,CLR,Ray-finned fishes,CLR,3.528145078,3.517723595,1.908485019,0.602059991,1.176091259,2.029383778,2.511883361,3.528145078,3.519959181,1.785329835,0.602059991,0.77815125,1.113943352,2.130333768,2.278753601,8.969856985,6.693395268,7.551328012,7.492237589,1.146128036,7.638382248,3.809761665,2.970346876,8.961916121,5.992034918,6.331105455,6.420689247,2.113943352,6.936934663,0.301029996,2.872156273,7.227976073,4.356422281,5.412992799,5.670186031,1.176091259,6.164266583,0.301029996,,1.625621081,8.448257241,2.970346876,8.961916121,5.992034918,2.872156273,2.278753601
GCF_009762535.1,fish,24,932,32,2553.97,1671,544,10190,1,3,4,0,0,0,1,0,3,0,4,0,0,9762535,1,4,24,4.166666667,12.5,16.66666667,66.66666667,3246,3225,21,33,111,68,278,3245,3233,10,2,35,110,143,468,846760650,1809317.63,37090664,34741486.69,11,42375795,2375,1603,832492169,519333.85,3748462,4545485.68,64,15274844,2,1135,14268481,12571.35,155974,244215.46,20,649632,1,,40.86,275074018,1603,832492169,519333.85,1135,468,CLR,Ray-finned fishes,CLR I,3.511482289,3.508664363,1.342422681,1.531478917,2.049218023,1.838849091,2.445604203,3.511348515,3.509740016,1.041392685,0.477121255,1.556302501,2.045322979,2.158362492,2.671172843,8.927760668,6.257515055,7.56926462,7.540848412,1.079181246,7.627117869,3.375846436,3.205204364,8.920380157,5.715447467,6.573853228,6.657580389,1.812913357,7.183976812,0.477121255,3.055378331,7.154377772,4.099416463,5.193054994,5.387774932,1.322219295,5.812668078,0.301029996,,1.621799224,8.439449573,3.205204364,8.920380157,5.715447467,3.055378331,2.671172843
GCF_009829125.3,fish,24,686,14,9574.93,10608,632,18995,3,8,13,0,3,0,0,0,8,0,13,0,0,9829125,3,11,24,12.5,33.33333333,45.83333333,29.16666667,3316,3281,35,14,60,51,151,3319,3297,21,1,19,52,109,123,752622057,6118878.51,32865169,31782712.79,11,36988977,838,824,745443296,904664.19,2301275,3306194.64,87,12190249,1,701,7178761,10240.74,200180,273679.85,10,719544,1,,40.22,283585713,824,745443296,904664.19,701,123,CLR,Ray-finned fishes,CLR I,3.520745472,3.516138577,1.556302501,1.176091259,1.785329835,1.716003344,2.181843588,3.521138084,3.518250651,1.342422681,0.301029996,1.301029996,1.72427587,2.041392685,2.093421685,8.876576943,6.786671901,7.516735883,7.502190977,1.079181246,7.568072332,2.923761961,2.916453949,8.872414614,5.95648788,6.361968708,6.519328549,1.944482672,7.086012612,0.301029996,2.846337112,6.856049555,4.010373747,5.301422854,5.43724441,1.041392685,5.85705796,0.301029996,,1.615107987,8.452684349,2.916453949,8.872414614,5.95648788,2.846337112,2.093421685
GCF_015220745.1,fish,24,202,13,3963.46,4021,811,7135,2,5,12,0,0,0,2,0,5,0,12,0,0,15220745,1,7,24,8.333333333,20.83333333,29.16666667,27.08333333,3342,3318,24,11,37,66,216,3339,3319,19,1,19,32,116,139,800921631,5762026.12,34912176,33754050.28,11,44063945,3314,354,799527739,2258552.94,11445908,11876791.11,24,22823328,933,215,1393892,6483.22,53481,102684.83,6,266635,13,,40.77,282486653,354,799527739,2258552.94,215,139,CLR,Ray-finned fishes,CLR I,3.524136377,3.521007252,1.397940009,1.079181246,1.579783597,1.826074803,2.336459734,3.523746467,3.521138084,1.301029996,0.301029996,1.301029996,1.51851394,2.068185862,2.146128036,8.903590024,6.760575298,7.542976931,7.528325906,1.079181246,7.644083386,3.520483533,2.550228353,8.902833536,6.353830467,7.058650289,7.074699155,1.397940009,7.358378991,2.970346876,2.334453751,6.144229437,3.811857741,4.72820764,5.011510518,0.84509804,5.425918786,1.146128036,,1.620864475,8.450997935,2.550228353,8.902833536,6.353830467,2.334453751,2.146128036
GCF_017976425.1,fish,24,98,19,3388.11,3305,606,6084,7,9,8,0,2,0,5,0,9,0,8,0,0,17976425,1,16,24,29.16666667,37.5,66.66666667,39.58333333,3377,3370,7,1,12,106,187,3381,3372,9,0,2,7,61,96,621503431,6473994.07,26859436,26655284.92,11,32862146,22722,194,620365959,3197762.68,15555772,14187879.82,16,25993797,19380,98,1137472,11606.86,297451,263236.85,2,417859,13,,41.11,170387963,194,620365959,3197762.68,98,96,CLR,Ray-finned fishes,CLR II,3.528659645,3.527758753,0.903089987,0.301029996,1.113943352,2.029383778,2.274157849,3.529173603,3.528016341,1,0,0.477121255,0.903089987,1.792391689,1.986771734,8.793443531,6.811172364,7.429096905,7.425783345,1.079181246,7.516695934,4.356465668,2.290034611,8.79264796,6.504846366,7.191891597,7.151917532,1.230448921,7.41486974,4.287376182,1.995635195,6.055941097,4.064752162,5.473416893,5.420348335,0.477121255,5.6210308,1.146128036,,1.624385241,8.231438913,2.290034611,8.79264796,6.504846366,1.995635195,1.986771734
GCF_027409825.1,fish,24,1562,24,3966.54,4139,626,6380,9,7,8,0,8,0,1,0,7,0,8,0,0,27409825,1,16,24,37.5,29.16666667,66.66666667,50,3339,3325,14,25,26,66,176,3337,3326,9,2,28,25,78,361,828697720,2295561.55,34636535,34582644.25,11,44105842,3099,1933,828050620,428375.9,4898551,6032823.17,46,20214033,3099,1572,647100,411.64,500,457.07,648,500,200,,40.01,261422846,1933,828050620,428375.9,1572,361,HiFi,Ray-finned fishes,HiFi,3.523746467,3.521922245,1.176091259,1.414973348,1.431363764,1.826074803,2.247973266,3.523486332,3.522052801,1,0.477121255,1.462397998,1.414973348,1.897627091,2.558708571,8.918396144,6.360889131,7.539534452,7.53885821,1.079181246,7.644496127,3.491361694,3.28645647,8.918056887,5.631826044,6.690067723,6.780520668,1.672097858,7.305652992,3.491361694,3.196728723,5.810972071,2.615571325,2.699837726,2.66093185,2.812244697,2.699837726,2.303196057,,1.612889769,8.41734354,3.28645647,8.918056887,5.631826044,3.196728723,2.558708571
GCF_039877785.1,fish,24,49,20,3895.35,3969,1043,6676,0,20,4,0,0,0,0,1,19,0,4,0,0,39877785,1,20,24,0,83.33333333,83.33333333,41.66666667,3379,3364,15,3,8,86,218,3383,3369,14,0,3,4,72,37,662505520,17905554.59,29139200,28122090.14,11,35129900,16497,86,662495920,7703440.93,21327470,18942293.02,13,34891952,16497,49,9600,195.92,200,197.92,24,200,100,,42.79,149750967,86,662495920,7703440.93,49,37,HiFi,Ray-finned fishes,HiFi,3.5289167,3.526985069,1.204119983,0.602059991,0.954242509,1.939519253,2.340444115,3.529430354,3.527629901,1.176091259,0,0.602059991,0.698970004,1.86332286,1.579783597,8.821189502,7.252987801,7.464477639,7.449047611,1.079181246,7.545676926,4.217431299,1.939519253,8.821183209,6.886684813,7.32893936,7.277432573,1.146128036,7.542725279,4.217431299,1.698970004,3.98231647,2.294289827,2.303196057,2.298678451,1.397940009,2.303196057,2.004321374,,1.641374945,8.175369638,1.939519253,8.821183209,6.886684813,1.698970004,1.579783597
GCF_042242105.1,fish,24,86,41,4601.51,4466,991,8960,18,5,1,0,18,0,0,1,4,0,1,0,0,42242105,1,23,24,75,20.83333333,95.83333333,85.41666667,3384,3356,28,0,6,114,278,3387,3362,24,1,2,1,54,441,646252061,1465424.17,27715216,26050106.44,11,36727992,10110,528,646234861,1223929.66,12920725,14066837.4,17,29811818,10110,87,17200,197.7,200,198.84,43,200,100,,41.85,153423364,528,646234861,1223929.66,87,441,HiFi,Ray-finned fishes,HiFi,3.529558673,3.525951341,1.462397998,0,0.84509804,2.06069784,2.445604203,3.529943402,3.526726867,1.397940009,0.301029996,0.477121255,0.301029996,1.740362689,2.645422269,8.810401942,6.165963647,7.442718283,7.415809519,1.079181246,7.564997197,4.00479411,2.723455672,8.810390383,6.087756814,7.111286917,7.148196498,1.255272505,7.474388476,4.00479411,1.944482672,4.235553696,2.298197867,2.303196057,2.300682421,1.643452676,2.303196057,2.004321374,,1.631950826,8.185891504,2.723455672,8.810390383,6.087756814,1.944482672,2.645422269
GCF_900324465.2,fish,24,266,7,1829.29,719,516,8080,0,6,17,0,0,0,0,0,6,1,16,0,0,900324465,2,6,23,0,26.08695652,26.08695652,15.2173913,3380,3340,40,2,8,115,299,3380,3346,34,0,4,6,87,51,555658509,10895264.88,25063394,24755444.7,10,34285027,12604,317,552052013,1741489,7055436,7482444.27,25,16967553,12604,266,3606496,13558.26,110000,162049.82,9,482892,25,,40.4,114941221,317,552052013,1741489,266,51,CLR,Ray-finned fishes,CLR I,3.529045171,3.523876476,1.612783857,0.477121255,0.954242509,2.064457989,2.477121255,3.529045171,3.524655712,1.544068044,0,0.698970004,0.84509804,1.944482672,1.716003344,8.74480797,7.037237833,7.399039899,7.39367075,1.041392685,7.535104508,4.10054285,2.50242712,8.741979999,6.240920985,6.848523918,6.874043549,1.414973348,7.22961924,4.10054285,2.426511261,6.557085575,4.132235988,5.041396633,5.209651233,1,5.68385091,1.414973348,,1.617000341,8.06047581,2.50242712,8.741979999,6.240920985,2.426511261,1.716003344
GCF_900634415.1,fish,24,334,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,900634415,1,0,24,0,0,0,0,3115,3051,64,54,221,78,562,3114,3070,44,0,61,215,226,322,609391784,1892521.07,25156145,23496921.88,11,30479438,3451,767,606837809,791183.58,5939854,7591914.71,28,22111475,6,445,2553975,5739.27,242900,240145.42,4,500417,9,,40.96,169191857,767,606837809,791183.58,445,322,CLR,Ray-finned fishes,CLR I,3.493597449,3.484584529,1.812913357,1.740362689,2.346352974,1.897627091,2.750508395,3.493458051,3.487279816,1.653212514,0,1.792391689,2.334453751,2.356025857,2.509202522,8.784896595,6.277040953,7.400644107,7.371010991,1.079181246,7.484006969,3.538070787,2.88536122,8.783072632,5.898277814,6.773775843,6.880351378,1.462397998,7.344617734,0.84509804,2.649334859,6.407216812,3.75893232,5.385429303,5.380476117,0.698970004,5.699332923,1,,1.62283548,8.22837946,2.88536122,8.783072632,5.898277814,2.649334859,2.509202522
GCF_902150065.1,fish,24,243,7,815.286,617,539,1743,1,4,18,0,0,0,1,0,4,0,18,0,0,902150065,1,5,24,4.166666667,16.66666667,20.83333333,14.58333333,3373,3342,31,4,13,54,155,3384,3360,24,0,2,4,61,87,835254674,9600628.44,34950760,35291764.5,11,47119472,862,340,833388842,2451143.65,14475636,13759310.8,20,29021625,862,253,1865832,7374.83,221824,243557.64,4,447266,13,,41.83,226963403,340,833388842,2451143.65,253,87,CLR,Ray-finned fishes,CLR I,3.528145078,3.524136377,1.505149978,0.698970004,1.146128036,1.740362689,2.193124598,3.529558673,3.526468512,1.397940009,0,0.477121255,0.698970004,1.792391689,1.944482672,8.921818915,6.982299707,7.543456636,7.547673385,1.079181246,7.673200425,2.936010796,2.532754379,8.920847682,6.389368941,7.160637684,7.138596712,1.322219295,7.462721741,2.936010796,2.404833717,6.27087277,3.867810898,5.34601049,5.38660354,0.698970004,5.650566856,1.146128036,,1.631748074,8.355955836,2.532754379,8.920847682,6.389368941,2.404833717,1.944482672
GCF_902167405.1,fish,24,1183,12,9646.17,9691,4760,14425,2,9,13,0,1,0,1,0,9,1,12,0,0,902167405,1,11,23,8.695652174,39.13043478,47.82608696,26.08695652,3299,3266,33,21,70,58,216,3299,3278,21,0,27,64,156,226,669949713,2964379.26,28732775,28503757.54,11,43798135,3512,1442,646375970,448249.63,1015663,1547879.95,169,7478355,1,1216,23573743,19386.3,98160,141322.01,68,609820,1,,45.64,212669140,1442,646375970,448249.63,1216,226,CLR,Ray-finned fishes,CLR I,3.51851394,3.514149134,1.531478917,1.342422681,1.851258349,1.770852012,2.336459734,3.51851394,3.515741417,1.342422681,0,1.447158031,1.812913357,2.195899652,2.356025857,8.826042206,6.471933913,7.458377587,7.45490213,1.079181246,7.641455628,3.54567815,3.159266331,8.810485203,5.651520909,6.006750059,6.189737555,2.230448921,6.873806135,0.301029996,3.085290578,7.372428563,4.287517331,4.991938974,5.150212879,1.838849091,5.785202376,0.301029996,,1.668758542,8.327704477,3.159266331,8.810485203,5.651520909,3.085290578,2.356025857
GCF_914725855.1,fish,24,65,23,5120.04,4808,646,9158,6,15,3,0,2,1,3,1,14,1,2,0,0,914725855,1,21,24,25,62.5,87.5,47.91666667,3381,3370,11,1,8,66,178,3384,3375,9,0,5,1,50,69,792117861,11479969,34622995,33478774.71,11,41207429,10124,139,792094561,5698522.02,26795544,23885609.86,13,37025965,10124,70,23300,332.86,500,399.57,24,500,200,,39.73,208085508,139,792094561,5698522.02,70,69,HiFi,Ray-finned fishes,HiFi,3.529173603,3.527758753,1.079181246,0.301029996,0.954242509,1.826074803,2.252853031,3.529558673,3.528402438,1,0,0.77815125,0.301029996,1.707570176,1.84509804,8.898789807,7.059940753,7.539364646,7.524769568,1.079181246,7.61497553,4.005395032,2.146128036,8.898777032,6.755762307,7.428062595,7.378136353,1.146128036,7.568506398,4.005395032,1.851258349,4.36737456,2.523564389,2.699837726,2.60267842,1.397940009,2.699837726,2.303196057,,1.60991441,8.318241837,2.146128036,8.898777032,6.755762307,1.851258349,1.84509804
